"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","ID","gc","term","Q1","Q44","Q45_1","Q47","Q48","Q49","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q12","Q13","Q11_1","Q11_2","Q11_3","Q11_4","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q27","Q28","Q26_1","Q26_2","Q26_3","Q26_4","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q46_1","Q50","Q51","DO_BR_FL_11","random","FEMALE","AGE","BS","AD","INCOME","SAFEB","DENYGMB","WARMB","DENYGWB","DENYBB","SCIGM","SCIGW","KNOWGM1","KNOWGM2","KNOWGM3","KNOWGM","KNOWGW1","KNOWGW2","KNOWGW3","KNOWGW","ICGMB","ICGWB","SD","D","LD","I","SR","R","LR","IDK1","OTH","DEM","REP","EL","SL","M","EC","SC","IDK2","CRT1","CRT2","CRT3","CRT","Y","Parti","ConnaisOGM","ConnaisRechClim","PercepOGM","PercepRechClim","Sexe","Revenu","Bachelor"
"176","R_bPbsuYHUCTaR3XD","Default Response Set","Anonymous",NA,NA,"68.46.170.167",0,"25APR13:12:00:00","25APR13:12:08:00",1,"e6b4a6a2e53f7d18acf194b01683155c",2,"a",1,1,6,1,1,4,5,4,3,5,4,"3",1,2,1,1,1,41.274,41.274,41.281,1,5,5,1,4,1,4,4,5,4,3,4,4,"3",1,1,2,1,1,32.682,32.682,32.689,1,5,4,1,4,1,1,1,"1","2",1,1,1,4,2,9,4,"0.1","23","78",".",".",".","GMO Questions|Global Warming Questions",1,0,6,1,1,4,4,0,4,0,0,3,3,0,1,0,1,0,0,1,1,"12","11",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",1,1,3,3,"homme",4,1
"177","R_9AbIewOe36AMfFH","Default Response Set","Anonymous",NA,NA,"72.222.154.123",0,"25APR13:12:01:00","25APR13:12:08:00",1,"ee2af37bc5194139654f29c225cb8d34",1,"",1,1,9,2,2,3,4,4,5,2,1,"1",2,2,2,1,1,38.043,38.043,38.044,1,5,3,4,4,1,1,1,4,4,5,2,3,"1",1,2,1,1,1,31.774,31.774,31.775,1,5,3,4,4,1,3,1,"1","1",4,3,1,1,4,8,5,"0.05","5 minutes","47 days","3","1","1","GMO Questions|Global Warming Questions",1,0,9,0,0,3,3,0,3,0,0,5,5,1,1,1,3,0,1,0,1,"4","6",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"A","autre",3,1,5,5,"homme",3,2
"178","R_9moSUe6vdfY5Fkx","Default Response Set","Anonymous",NA,NA,"164.106.76.253",0,"25APR13:11:59:00","25APR13:12:08:00",1,"b6edf09da29c7c77e7a4b26bf2a6060c",1,"",1,1,1,2,2,1,2,2,2,4,4,"4",1,1,1,1,1,46.129,46.129,46.129,1,2,2,1,3,2,4,3,2,3,3,2,5,"4",1,1,2,1,1,33.603,33.603,33.603,1,4,4,4,4,2,5,4,"2","1",6,4,1,2,2,7,2,"0.1","100 Minutes","24 Days","46","1","1","GMO Questions|Global Warming Questions",1,0,1,0,0,1,1,1,1,1,3,2,3,0,0,0,0,0,0,1,1,"12","11",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"D","Republicain",0,1,2,3,"homme",1,2
"179","R_d6Tle0HH8vwoxYF","Default Response Set","Anonymous",NA,NA,"71.227.66.114",0,"25APR13:12:00:00","25APR13:12:08:00",1,"11586d1c66fd9772fb1694a9f095e00a",1,"",1,1,17,1,2,3,4,4,4,3,1,"3",2,2,2,1,1,41.869,41.869,41.874,1,5,4,4,5,1,1,2,5,4,4,3,3,"2",1,2,2,1,1,33.976,33.976,33.98,1,5,4,5,5,3,3,1,"1","1",1,1,1,2,1,7,5,"5 cents","5 minutes","47 days","22","8","1","Global Warming Questions|GMO Questions",0,0,17,1,0,3,3,0,4,0,0,4,4,1,1,1,3,0,1,1,2,"7","8",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",3,2,4,4,"homme",3,1
"180","R_09ekuvjyD0Iu2uV","Default Response Set","Anonymous",NA,NA,"209.194.208.13",0,"25APR13:11:58:00","25APR13:12:08:00",1,"ca9c5b9b5ac3e8f14c6e5a7eef876bbe",1,"",1,1,27,2,2,1,3,3,3,4,4,"3",2,1,2,1,1,35.021,35.021,35.021,1,5,5,4,4,4,4,4,4,5,4,1,2,"1",1,1,2,1,1,36.768,36.768,36.768,1,5,5,5,5,1,1,1,"1","1",9,5,8,5,5,9,6,"0.1","500","48 days","43","2","3","Global Warming Questions|GMO Questions",0,0,27,0,0,1,2,0,3,0,0,3,4,1,0,1,2,0,0,1,1,"11","4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"A","autre",2,1,3,4,"homme",1,2
"181","R_cND55hr5KeSyGfX","Default Response Set","Anonymous",NA,NA,"69.130.209.239",0,"25APR13:12:00:00","25APR13:12:08:00",1,"3e2e29b77c238a326506a7e5650d85cf",1,"",1,1,23,1,1,3,3,2,3,4,3,"3",2,2,2,1,1,39.033,39.033,39.034,1,4,4,4,4,2,2,2,4,4,3,2,4,"2",1,2,2,1,1,31.615,31.615,31.616,1,4,3,4,4,2,3,1,"2","2",4,2,1,2,2,1,4,"1.1","100","24","49","10","1","Global Warming Questions|GMO Questions",0,0,23,1,1,3,2,0,3,0,0,3,3,1,1,1,3,0,1,1,2,"10","8",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",3,2,3,3,"homme",3,1
"182","R_39lmhbfD7lzrFyZ","Default Response Set","Anonymous",NA,NA,"64.80.88.94",0,"25APR13:12:01:00","25APR13:12:08:00",1,"481e6a209583f048510e5f5f6949c33d",1,"",1,1,2,2,2,3,3,3,5,3,2,"4",1,1,1,1,1,35.305,35.305,35.349,1,4,4,3,3,3,3,3,4,4,4,3,3,"4",1,1,1,1,1,47.115,48.051,48.094,2,4,4,3,3,4,4,3,"1","1",8,3,1,1,2,7,1,"0.1","100","24","21","2","1","Global Warming Questions|GMO Questions",0,0,2,0,0,3,2,0,3,0,0,5,4,0,0,0,0,0,0,0,0,"9","10",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",0,0,5,4,"homme",3,2
"183","R_bkEf1zQpUYhKCsl","Default Response Set","Anonymous",NA,NA,"184.57.20.224",0,"25APR13:12:00:00","25APR13:12:08:00",1,"f8cd473804895b2931034a9fad56c1c9",1,"",1,1,4,1,2,1,4,4,4,2,1,"4",2,2,2,1,1,39.911,39.911,39.912,1,5,4,4,4,2,1,4,4,5,4,2,4,"1",1,2,1,1,1,20.282,30.763,30.764,5,5,4,5,5,1,4,1,"1","1",3,3,1,1,2,7,1,"0.05","5 minutes","47","35","8","1","Global Warming Questions|GMO Questions",0,0,4,1,0,1,3,0,3,0,0,4,4,1,1,1,3,0,1,0,1,"7","7",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,"A","Democrate",3,1,4,4,"homme",1,1
"184","R_9GNfdG2ARKTZrDL","Default Response Set","Anonymous",NA,NA,"97.82.249.147",0,"25APR13:12:02:00","25APR13:12:08:00",1,"84ec2da7171231511db82280df9f10b5",1,"",1,1,1,2,2,4,1,1,5,5,5,"5",1,1,1,1,1,26.866,34.077,34.079,2,4,1,1,1,5,5,5,5,5,5,1,1,"1",1,1,2,1,1,40.28,40.28,40.283,1,5,5,5,5,1,1,1,"1","2",1,1,1,2,1,9,1,"0.1","100 minutes","24 days","40","8","1","GMO Questions|Global Warming Questions",1,0,1,0,0,4,0,1,4,0,1,5,5,0,0,0,0,0,0,1,1,"15","3",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"B","Democrate",0,1,5,5,"homme",4,2
"185","R_4PGyi8fqY3YF8R7","Default Response Set","Anonymous",NA,NA,"172.221.61.233",0,"25APR13:11:58:00","25APR13:12:08:00",1,"fa9c84cb254607ca3f2256177b575c6e",1,"",1,1,27,2,2,5,4,4,4,3,3,"1",2,2,2,1,1,13.963,53.645,53.646,2,1,5,5,5,1,1,5,5,5,5,1,2,"1",1,2,1,1,1,35.935,35.935,35.936,1,5,3,5,5,1,2,5,"1","1",3,2,1,2,1,7,1,"10","100","24","9","9","1","Global Warming Questions|GMO Questions",0,0,27,0,0,5,3,0,4,0,0,4,5,1,1,1,3,0,1,0,1,"7","4",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",3,1,4,5,"homme",5,2
"186","R_3eC2ExolzAZeZVP","Default Response Set","Anonymous",NA,NA,"68.110.220.77",0,"25APR13:11:57:00","25APR13:12:09:00",1,"684b928e67fc67b6aafcd5409f67a0d9",1,"",1,1,36,2,2,6,2,2,2,3,3,"4",1,1,2,1,1,36.893,36.893,36.894,1,3,3,2,2,3,3,4,3,3,3,4,4,"3",1,2,2,1,1,37.261,37.261,37.263,1,4,3,2,2,4,4,3,"2","2",5,4,1,1,2,7,1,"0.1","5 minutes","47","16","1","1","Global Warming Questions|GMO Questions",0,0,36,0,0,6,1,1,2,0,1,2,3,0,0,1,1,0,1,1,2,"10","11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"B","Republicain",1,2,2,3,"homme",6,2
"187","R_07ep8IQQBOPP6mh","Default Response Set","Anonymous",NA,NA,"76.6.199.146",0,"25APR13:11:59:00","25APR13:12:09:00",1,"fb8015052dc26cd5a2ccd2d9639224a0",1,"",1,1,32,2,2,3,3,3,3,4,3,"2",1,1,1,1,1,31.133,31.133,31.135,1,4,3,3,4,3,3,3,3,2,2,3,4,"3",1,1,2,1,1,35.029,35.029,35.032,1,4,3,4,4,3,4,3,"2","2",2,4,1,1,1,7,1,",10","100","24","9","1","1","GMO Questions|Global Warming Questions",1,0,32,0,0,3,2,0,2,0,0,3,2,0,0,0,0,0,0,1,1,"9","10",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"A","Democrate",0,1,3,2,"homme",3,2
"188","R_bxcE0pYyHED5uPX","Default Response Set","Anonymous",NA,NA,"50.134.220.158",0,"25APR13:11:59:00","25APR13:12:09:00",1,"95160afb6ca18095169fd570d9a135c4",1,"",1,1,11,1,2,1,4,5,5,4,4,"4",1,1,1,1,1,0,0,33.144,0,4,4,4,4,3,3,3,5,5,4,3,4,"2",1,1,1,1,1,0,0,32.542,0,4,4,5,5,5,4,2,"1","1",4,1,4,4,1,7,1,"0.1","5 minutes","24",".","10","3","Global Warming Questions|GMO Questions",0,0,11,1,0,1,3,0,4,0,0,5,4,0,0,0,0,0,0,0,0,"12","9",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"A","autre",0,0,5,4,"homme",1,1
"189","R_9LVgVZfLdkO8D1r","Default Response Set","Anonymous",NA,NA,"68.112.101.180",0,"25APR13:11:59:00","25APR13:12:09:00",1,"93aac6697f3764ff616ac4f823a14d66",1,"",1,1,37,1,1,6,4,4,4,3,2,"3",1,2,2,1,1,39.739,39.739,39.741,1,4,4,4,4,1,1,2,5,5,5,1,2,"1",2,2,2,1,1,61.456,69.034,69.036,2,5,3,5,5,1,1,1,"1","1",1,1,1,1,2,7,1,"0.1","5 minutes","47 days","45","10","1","GMO Questions|Global Warming Questions",1,0,37,1,1,6,3,0,4,0,0,4,5,0,1,1,2,1,1,1,3,"8","4",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",2,3,4,5,"homme",6,1
"190","R_4MIhYP4QaJMuBaB","Default Response Set","Anonymous",NA,NA,"75.120.110.100",0,"25APR13:11:58:00","25APR13:12:09:00",1,"cd7e8504b4f0f56e06220780d20229cd",1,"",1,1,24,1,2,1,4,4,3,3,3,"3",2,2,2,1,1,31.646,31.646,31.648,1,3,3,4,3,3,3,3,1,1,1,3,3,"5",1,1,2,1,1,33.26,33.26,33.262,1,1,1,1,1,3,3,5,"2","2",7,5,1,1,2,7,3,"0.1","100","24","1","1","1","Global Warming Questions|GMO Questions",0,0,24,1,0,1,3,0,0,1,2,3,1,1,1,1,3,0,0,1,1,"9","11",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"C","Republicain",3,1,3,1,"homme",1,1
"191","R_bIysjjD7JqGXQZT","Default Response Set","Anonymous",NA,NA,"163.153.241.11",0,"25APR13:12:01:00","25APR13:12:09:00",1,"2a2b3a6ea095329304ef104ef11cc90a",1,"",1,2,36,1,1,4,2,2,3,4,4,"4",2,2,2,1,1,52.295,52.295,52.295,1,4,3,2,2,4,4,4,3,3,3,2,4,"2",2,2,2,1,1,33.979,33.979,33.979,1,5,3,4,4,1,3,2,"2","2",4,3,1,2,1,7,6,"0.05","5","47","32","1","1","Global Warming Questions|GMO Questions",0,1,36,1,1,4,1,1,2,0,1,3,3,1,1,1,3,1,1,1,3,"12","8",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,"B","autre",3,3,3,3,"femme",4,1
"192","R_9ZWx6eDx7u87Ajz","Default Response Set","Anonymous",NA,NA,"71.234.54.156",0,"25APR13:12:02:00","25APR13:12:09:00",1,"c3ad16f9a1e661f523ca373c0ba56f92",1,"",1,1,24,1,2,4,2,2,3,4,4,"4",2,1,2,1,1,37.844,37.844,37.848,1,2,4,2,2,4,4,2,4,4,4,2,4,"1",1,2,2,1,1,31.454,31.454,31.458,1,5,4,4,5,2,4,1,"1","2",3,3,1,1,2,7,1,"0.1","100","24","7","8","5","GMO Questions|Global Warming Questions",1,0,24,1,0,4,1,1,3,0,1,3,4,1,0,1,2,0,1,1,2,"12","7",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","Democrate",2,2,3,4,"homme",4,1
"193","R_8ra9z890Sm8uryt","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:11:58:00","25APR13:12:09:00",1,"c161fe58224979db4e440265f081b43f",1,"",1,2,13,1,1,4,2,2,4,4,3,"3",2,2,2,1,1,139.379,139.379,139.385,1,2,3,2,2,4,3,3,2,2,4,2,5,"2",1,2,2,1,1,33.323,33.323,33.324,1,5,3,1,1,1,5,1,"2","2",4,3,1,5,5,9,1,"0.05","100 minutes","47","40","8","1","Global Warming Questions|GMO Questions",0,1,13,1,1,4,1,1,1,1,3,4,4,1,1,1,3,0,1,1,2,"10","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,"D","autre",3,2,4,4,"femme",4,1
"194","R_8CIdcRUzTBelxrL","Default Response Set","Anonymous",NA,NA,"69.211.9.103",0,"25APR13:12:01:00","25APR13:12:09:00",1,"4cdb71562282941c19c702d8acdb7086",1,"",1,1,19,1,1,8,5,5,4,1,1,"1",2,2,2,1,1,41.626,41.626,41.641,1,5,3,5,5,1,1,1,5,5,5,1,2,"1",2,2,2,1,1,32.564,32.564,32.578,1,5,3,5,5,1,1,1,"1","1",1,1,1,1,2,7,1,"0.05","5 minutes","47","13","9","1","GMO Questions|Global Warming Questions",1,0,19,1,1,8,4,0,4,0,0,4,5,1,1,1,3,1,1,1,3,"3","4",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,"A","Democrate",3,3,4,5,"homme",8,1
"195","R_6JMbNxNnf7IeLI1","Default Response Set","Anonymous",NA,NA,"98.14.188.8",0,"25APR13:12:03:00","25APR13:12:09:00",1,"c9146b8978976f7e57c6fd7cb78a9b0e",1,"",1,2,20,1,1,5,3,3,3,4,4,"4",2,2,1,1,1,32.679,32.679,32.681,1,5,3,5,5,1,1,1,5,5,5,3,2,"2",1,1,1,1,1,34.236,34.236,34.238,1,5,4,4,4,3,2,1,"1","1",1,1,1,2,1,7,1,"0.1","100min","96","32","2","2","Global Warming Questions|GMO Questions",0,1,20,1,1,5,2,0,4,0,0,3,5,1,1,0,2,0,0,0,0,"12","7",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",2,0,3,5,"femme",5,1
"196","R_dnvHTZnt4urM7VX","Default Response Set","Anonymous",NA,NA,"71.232.182.12",0,"25APR13:11:59:00","25APR13:12:09:00",1,"ba496b0ca87d976f46db358ea167d009",1,"",1,1,32,1,1,4,1,2,3,3,3,".",1,1,1,1,1,86.585,86.585,86.594,1,4,2,3,3,3,3,3,3,3,3,4,4,"4",1,1,1,1,1,41.176,41.176,41.185,1,3,3,4,4,4,4,4,"1","1",2,1,4,2,2,6,2,"10","1hour","48 day,","21","10","2","GMO Questions|Global Warming Questions",1,0,32,1,1,4,0,1,2,0,1,3,3,0,0,0,0,0,0,0,0,".","12",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"B","Democrate",0,0,3,3,"homme",4,1
"197","R_9Gfl92bAdqeXCeh","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:11:58:00","25APR13:12:09:00",1,"74b4c4ae3b20cea0ecaaa5b0aa708d43",1,"",1,1,7,1,2,1,3,2,4,4,3,"4",2,2,1,1,1,31.849,31.849,31.851,1,4,4,4,4,5,5,4,5,4,4,4,3,"2",2,1,1,1,1,33.098,33.098,33.099,1,5,4,4,4,5,5,4,"1","1",8,2,1,1,2,3,1,"0.1","100 minutes","24 days","13","10","3","GMO Questions|Global Warming Questions",1,0,7,1,0,1,2,0,4,0,0,4,4,1,1,0,2,1,0,0,1,"11","9",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",2,1,4,4,"homme",1,1
"198","R_886broeKyvaAHGt","Default Response Set","Anonymous",NA,NA,"97.87.107.18",0,"25APR13:11:57:00","25APR13:12:09:00",1,"1df9be3d9693575cb9fc7b3408da6c42",1,"",1,1,37,2,2,2,4,4,4,2,2,".",2,2,2,1,1,66.137,66.137,66.139,1,4,3,4,4,2,2,2,4,4,4,2,2,"1",1,1,2,1,1,82.426,82.426,82.428,1,4,3,4,4,2,2,1,"1","1",3,2,1,1,2,7,1,"0.1","5 minutes","24 days","25","9","1","Global Warming Questions|GMO Questions",0,0,37,0,0,2,3,0,3,0,0,4,4,1,1,1,3,0,0,1,1,".","5",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",3,1,4,4,"homme",2,2
"199","R_0dgNzqJ4C8w1LRb","Default Response Set","Anonymous",NA,NA,"70.56.233.122",0,"25APR13:12:00:00","25APR13:12:10:00",1,"65682b6ea8fbfed6580f666835bc3cc7",1,"",1,2,13,1,1,3,2,2,4,5,4,"1",1,2,2,1,1,38.081,74.744,74.771,3,4,5,4,5,1,1,1,4,4,4,2,3,"2",1,1,2,1,1,34.969,34.969,34.995,1,5,5,4,5,2,2,1,"1","1",4,3,1,1,2,7,1,"0.1","100 minutes","47 days","6","1","1","Global Warming Questions|GMO Questions",0,1,13,1,1,3,1,1,3,0,1,4,4,0,1,1,2,0,0,1,1,"10","7",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",2,1,4,4,"femme",3,1
"200","R_9v3Y6oBY202tJUp","Default Response Set","Anonymous",NA,NA,"24.21.138.131",0,"25APR13:12:03:00","25APR13:12:10:00",1,"a0be5595fa0078991f87f490f47579dc",1,"",1,1,15,1,2,4,1,2,5,3,3,"5",2,2,1,1,1,39.926,39.926,39.929,1,2,3,1,1,3,3,5,4,3,4,3,4,"2",1,1,2,1,1,9.882,37.764,37.769,2,4,3,4,4,3,4,3,"1","2",5,3,1,1,2,7,1,"0.1","500","24 days","37","10","1","GMO Questions|Global Warming Questions",1,0,15,1,0,4,0,1,3,0,1,5,4,1,1,0,2,0,0,1,1,"11","9",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","Republicain",2,1,5,4,"homme",4,1
"201","R_cYmLeCSdIDMjoUt","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:12:04:00","25APR13:12:10:00",1,"f3c4797903aa57502daccd403893e4c3",1,"",1,1,11,2,2,1,4,4,4,3,2,"1",2,2,1,1,1,35.444,35.444,35.445,1,5,5,5,5,1,1,1,5,5,5,1,1,"1",1,1,2,1,1,36.955,36.955,36.956,1,5,4,5,5,1,1,1,"1","1",1,1,1,1,2,7,3,"0.1","100","24","32","2","1","Global Warming Questions|GMO Questions",0,0,11,0,0,1,3,0,4,0,0,4,5,1,1,0,2,0,0,1,1,"6","3",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",2,1,4,5,"homme",1,2
"202","R_3EmnJ3POd5OwxZb","Default Response Set","Anonymous",NA,NA,"159.172.56.6",0,"25APR13:12:03:00","25APR13:12:10:00",1,"83e27530d0a1d522c3e43170911c3de2",1,"",1,1,7,1,2,4,4,4,3,3,3,"1",2,2,2,1,1,58.755,58.755,58.756,1,4,4,4,4,2,2,1,4,4,4,2,3,"1",1,2,2,1,1,66.006,66.006,66.007,1,4,5,4,4,2,2,1,"1","1",9,3,1,1,2,7,1,"0.05","5","47","22","9","1","Global Warming Questions|GMO Questions",0,0,7,1,0,4,3,0,3,0,0,3,4,1,1,1,3,0,1,1,2,"7","6",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3,"A","autre",3,2,3,4,"homme",4,1
"203","R_3VnEBHQzdbiLYtn","Default Response Set","Anonymous",NA,NA,"99.32.45.64",0,"25APR13:11:58:00","25APR13:12:10:00",1,"74d2ac35c3635d0a743233d0f972d79f",1,"",1,1,5,2,2,3,2,2,4,5,3,"4",2,2,1,1,1,36.582,36.582,36.583,1,3,3,2,2,5,3,4,4,4,4,2,4,"2",2,2,1,1,1,8.332,31.781,31.783,2,4,3,4,4,2,3,2,"1","1",3,2,1,5,5,7,1,"0.05","100 minutes","47 Days","16","1","1","GMO Questions|Global Warming Questions",1,0,5,0,0,3,1,1,3,0,1,4,4,1,1,0,2,1,1,0,2,"12","8",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"B","Democrate",2,2,4,4,"homme",3,2
"204","R_1KV1Ji6ycDPEGup","Default Response Set","Anonymous",NA,NA,"70.174.187.207",0,"25APR13:12:02:00","25APR13:12:10:00",1,"b45b0277383bb2f638cb2d33d86510cd",1,"",1,1,15,1,2,3,4,4,4,3,2,"1",2,2,1,1,1,37.921,37.921,37.932,1,5,4,4,4,1,1,1,5,5,4,2,2,"1",1,1,1,1,1,38.37,38.37,38.381,1,4,3,5,5,2,2,1,"1","1",4,3,1,1,1,3,1,"2.1","100","24","46","1","1","Global Warming Questions|GMO Questions",0,0,15,1,0,3,3,0,4,0,0,4,4,1,1,0,2,0,0,0,0,"6","5",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",2,0,4,4,"homme",3,1
"205","R_0cjt7HS1DW0Qmi1","Default Response Set","Anonymous",NA,NA,"70.238.129.182",0,"25APR13:11:59:00","25APR13:12:10:00",1,"aabe6bcd315c59007db470f4749a1ac6",1,"",1,1,9,1,2,4,3,3,3,3,3,"3",2,2,2,1,1,30.739,32.352,32.357,2,5,3,3,3,3,3,3,3,3,3,3,3,"3",1,2,1,1,1,31.829,31.829,31.834,1,3,3,3,3,3,3,3,"1","2",5,4,1,1,2,7,1,"0.1","100","24","25","2","1","GMO Questions|Global Warming Questions",1,0,9,1,0,4,2,0,2,0,0,3,3,1,1,1,3,0,1,0,1,"9","9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,1,3,3,"homme",4,1
"206","R_agbbvl9X4M6NWV7","Default Response Set","Anonymous",NA,NA,"98.111.120.10",0,"25APR13:12:05:00","25APR13:12:10:00",1,"95d562cd98fdaa6a82d8edfd2cf7180a",1,"",1,1,26,2,2,2,3,3,3,3,3,"3",2,2,2,1,1,31.257,31.257,31.262,1,3,3,3,3,3,3,3,3,3,3,3,3,"3",1,1,1,1,1,33.717,33.717,33.722,1,4,3,4,4,4,4,4,"1","1",9,5,1,5,2,3,6,"0.1","5 hours","dont kn","38","2","1","GMO Questions|Global Warming Questions",1,0,26,0,0,2,2,0,2,0,0,3,3,1,1,1,3,0,0,0,0,"9","9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"A","autre",3,0,3,3,"homme",2,2
"207","R_0jh8as9CJ4pKc05","Default Response Set","Anonymous",NA,NA,"74.136.14.226",0,"25APR13:12:00:00","25APR13:12:10:00",1,"c9c940b622565c05b95fbf03b01e66f0",1,"",1,2,15,1,1,4,4,4,4,2,2,"2",2,2,2,1,1,38.455,38.455,38.455,1,5,4,4,4,2,2,2,4,4,4,2,4,"2",1,2,2,1,1,40.785,40.785,40.785,1,5,3,4,4,2,4,2,"1","1",3,3,1,1,1,7,1,"0.05","100","5.5 day","17","1","1","Global Warming Questions|GMO Questions",0,1,15,1,1,4,3,0,3,0,0,4,4,1,1,1,3,0,1,1,2,"6","8",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"A","Democrate",3,2,4,4,"femme",4,1
"208","R_1GQYKXFrScf4er3","Default Response Set","Anonymous",NA,NA,"69.122.230.147",0,"25APR13:11:57:00","25APR13:12:10:00",1,"b78c9a530578d39ab0dbcb260b43f75a",1,"",1,2,20,1,1,6,3,3,3,3,3,"3",2,2,2,1,1,37.847,37.847,37.849,1,5,4,3,3,3,3,3,4,4,5,2,2,"1",1,1,2,1,1,35.927,35.927,35.928,1,5,4,4,4,1,1,1,"1","2",1,1,1,1,2,6,1,"0.1","100 minutes","24","32","10","1","GMO Questions|Global Warming Questions",1,1,20,1,1,6,2,0,3,0,0,3,5,1,1,1,3,0,0,1,1,"9","5",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",3,1,3,5,"femme",6,1
"209","R_39sGEemE24nnrVz","Default Response Set","Anonymous",NA,NA,"216.57.96.1",0,"25APR13:12:03:00","25APR13:12:11:00",1,"5ccc3e98cae868881964233e667708e5",1,"",1,1,17,2,2,4,1,1,5,5,5,"5",2,2,2,1,1,31.933,31.933,31.936,1,4,1,1,1,5,5,5,3,3,4,4,4,"2",1,1,2,1,1,31.735,31.735,31.738,1,4,3,3,3,4,4,2,"2","2",5,4,1,1,2,7,1,"0.1","5 minutes","47","1","10","1","Global Warming Questions|GMO Questions",0,0,17,0,0,4,0,1,2,0,1,5,4,1,1,1,3,0,0,1,1,"15","10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"B","Republicain",3,1,5,4,"homme",4,2
"210","R_6VkeXcU5cbSj2pn","Default Response Set","Anonymous",NA,NA,"72.162.16.3",0,"25APR13:12:03:00","25APR13:12:11:00",1,"dc70685431ef969c05afb43b4fb4a219",1,"",1,1,6,2,2,3,3,2,3,3,3,"2",2,2,2,1,1,40.743,40.743,40.766,1,2,3,3,2,4,4,2,4,4,4,3,3,"2",1,2,2,1,1,35.491,35.491,35.511,1,4,3,4,4,3,3,2,"1","1",4,4,1,5,5,7,1,"0.1","100","24","10","10","1","GMO Questions|Global Warming Questions",1,0,6,0,0,3,2,0,3,0,0,3,4,1,1,1,3,0,1,1,2,"8","8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","autre",3,2,3,4,"homme",3,2
