"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
2161,1,"Danemark","femme",37,"universite","Employed","moyen","aire metropolitaine",20,"velo","employe",8
2162,0,"Italie","femme",50,"secondaire inferieur","Not Employed","sans reponse","grande ville",30,"marche","sans emploi",9
2163,0,"Roumanie","femme",43,"secondaire","Employed","eleve","grande ville",20,"transport collectif","employe",8
2164,0,"Espagne","femme",40,"premier cycle","Not Employed","tres faible","zone rurale",5,"marche","sans emploi",7
2165,0,"Grande Bretagne","femme",58,"universite","Employed","faible","petite-moyenne ville",45,"vehicule individuel","employe",5
2166,0,"Autriche","homme",48,"premier cycle","Employed","tres faible","zone rurale",75,"transport collectif","employe",5
2167,0,"Bulgarie","femme",52,"universite","Employed","moyen","grande ville",25,"transport collectif","employe",4
2168,0,"Hongrie","homme",40,"universite","Employed","eleve","aire metropolitaine",25,"vehicule individuel","employe",3
2169,0,"Autriche","femme",34,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
2170,0,"Belgique","homme",23,"secondaire inferieur","Not Employed","moyen","zone rurale",35,"vehicule individuel","sans emploi",6
2171,0,"Allemagne","homme",48,"secondaire inferieur","Employed","moyen","aire metropolitaine",30,"marche","employe",7
2172,0,"Pays-Bas","femme",40,"secondaire","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",6
2173,1,"Pologne","homme",38,"secondaire","Not Employed","sans reponse","grande ville",90,"velo","sans emploi",1
2174,0,"Danemark","homme",32,"secondaire","Not Employed","faible","aire metropolitaine",45,"marche","sans emploi",4
2175,0,"Bulgarie","femme",25,"secondaire","Not Employed","moyen","zone rurale",10,"marche","sans emploi",7
2176,0,"Suède","homme",47,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"marche","sans emploi",10
2177,0,"Roumanie","femme",45,"secondaire inferieur","Not Employed","moyen","grande ville",45,"vehicule individuel","sans emploi",10
2178,0,"France","homme",57,"secondaire","Employed","moyen","grande ville",10,"vehicule individuel","employe",8
2179,0,"Roumanie","femme",47,"universite","Employed","moyen","petite-moyenne ville",90,"marche","employe",4
2180,0,"Pologne","femme",49,"secondaire","Not Employed","moyen","zone rurale",90,"vehicule individuel","sans emploi",7
2181,0,"Bulgarie","femme",41,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",7
2182,0,"Italie","homme",42,"secondaire","Not Employed","faible","zone rurale",120,"vehicule individuel","sans emploi",5
2183,0,"Espagne","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",5,"marche","employe",8
2184,0,"Grande Bretagne","femme",48,"secondaire","Employed","tres faible","grande ville",20,"transport collectif","employe",10
2185,0,"Autriche","homme",19,"secondaire","Not Employed","tres eleve","zone rurale",40,"vehicule individuel","sans emploi",4
2186,0,"Autriche","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",4
2187,0,"Tchéquie","homme",31,"secondaire inferieur","Employed","moyen","petite-moyenne ville",7,"vehicule individuel","employe",7
2188,0,"France","femme",59,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",5
2189,0,"Autriche","femme",52,"universite","Not Employed","eleve","petite-moyenne ville",45,"marche","sans emploi",10
2190,1,"Allemagne","homme",57,"secondaire inferieur","Employed","tres faible","zone rurale",10,"marche","employe",1
2191,1,"Suède","homme",48,"universite","Employed","eleve","petite-moyenne ville",20,"velo","employe",6
2192,0,"Pays-Bas","femme",44,"secondaire","Employed","eleve","petite-moyenne ville",10,"vehicule individuel","employe",4
2193,0,"Roumanie","femme",29,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",1
2194,0,"Espagne","femme",56,"secondaire","Not Employed","moyen","zone rurale",30,"vehicule individuel","sans emploi",9
2195,0,"Espagne","femme",37,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",5
2196,0,"Belgique","homme",30,"secondaire","Employed","tres eleve","aire metropolitaine",40,"transport collectif","employe",10
2197,0,"Estonie","homme",32,"secondaire","Employed","faible","petite-moyenne ville",4,"vehicule individuel","employe",7
2198,0,"Pologne","femme",28,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"transport collectif","sans emploi",7
2199,0,"Bulgarie","homme",41,"universite","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",8
2200,1,"Roumanie","homme",50,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",10
2201,0,"Italie","femme",50,"secondaire inferieur","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",10
2202,1,"Pays-Bas","femme",29,"secondaire","Employed","moyen","petite-moyenne ville",30,"velo","employe",8
2203,0,"Espagne","femme",51,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",9
2204,0,"France","femme",46,"secondaire","Employed","moyen","grande ville",20,"marche","employe",6
2205,0,"Italie","femme",52,"universite","Employed","eleve","aire metropolitaine",15,"vehicule individuel","employe",8
2206,0,"Allemagne","femme",40,"secondaire inferieur","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",3
2207,0,"Danemark","femme",28,"universite","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",7
2208,1,"Grande Bretagne","femme",50,"secondaire","Employed","faible","petite-moyenne ville",20,"velo","employe",7
2209,1,"Slovaquie","femme",32,"secondaire inferieur","Not Employed","faible","zone rurale",60,"velo","sans emploi",7
2210,0,"Pays-Bas","femme",38,"secondaire inferieur","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",5
2211,1,"Pays-Bas","femme",59,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"velo","sans emploi",9
2212,0,"Pologne","homme",58,"universite","Employed","faible","petite-moyenne ville",135,"vehicule individuel","employe",10
2213,0,"Espagne","femme",42,"secondaire","Employed","faible","grande ville",20,"transport collectif","employe",5
2214,0,"Roumanie","femme",44,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",9
2215,0,"Pologne","homme",41,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",4
2216,1,"Roumanie","homme",53,"secondaire","Employed","moyen","zone rurale",20,"velo","employe",7
2217,0,"Italie","femme",54,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",8
2218,0,"Belgique","femme",35,"universite","Employed","eleve","grande ville",65,"vehicule individuel","employe",7
2219,0,"Slovénie","femme",48,"secondaire","Employed","moyen","zone rurale",25,"vehicule individuel","employe",10
2220,0,"Belgique","homme",28,"universite","Employed","eleve","grande ville",45,"transport collectif","employe",5
2221,0,"Pologne","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",8
2222,0,"Pays-Bas","femme",33,"secondaire","Employed","moyen","grande ville",20,"vehicule individuel","employe",7
2223,1,"Belgique","homme",47,"secondaire","Not Employed","tres faible","zone rurale",3,"velo","sans emploi",4
2224,0,"Espagne","femme",37,"secondaire","Employed","moyen","petite-moyenne ville",4,"marche","employe",5
2225,0,"Grande Bretagne","femme",49,"universite","Employed","moyen","petite-moyenne ville",50,"vehicule individuel","employe",7
2226,1,"Pays-Bas","homme",34,"secondaire","Employed","eleve","zone rurale",20,"velo","employe",8
2227,0,"Grande Bretagne","homme",47,"secondaire inferieur","Employed","moyen","petite-moyenne ville",25,"transport collectif","employe",5
2228,1,"Italie","homme",52,"secondaire","Employed","moyen","petite-moyenne ville",10,"velo","employe",7
2229,0,"Hongrie","homme",46,"universite","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",8
2230,0,"Allemagne","homme",61,"universite","Not Employed","eleve","grande ville",60,"marche","sans emploi",1
2231,0,"Pologne","femme",56,"secondaire","Not Employed","moyen","aire metropolitaine",35,"marche","sans emploi",8
2232,0,"Grande Bretagne","homme",29,"universite","Employed","moyen","grande ville",40,"vehicule individuel","employe",4
2233,0,"Grande Bretagne","femme",46,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
2234,1,"Belgique","femme",27,"secondaire","Employed","moyen","petite-moyenne ville",20,"velo","employe",7
2235,0,"Grande Bretagne","femme",47,"universite","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",9
2236,1,"Hongrie","femme",38,"secondaire","Employed","moyen","aire metropolitaine",60,"marche","employe",9
2237,0,"Grande Bretagne","femme",50,"secondaire inferieur","Not Employed","tres faible","zone rurale",20,"vehicule individuel","sans emploi",7
2238,0,"Pays-Bas","femme",21,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",30,"vehicule individuel","employe",5
2239,1,"Grande Bretagne","homme",56,"secondaire","Not Employed","tres faible","petite-moyenne ville",45,"marche","sans emploi",1
2240,1,"Suède","femme",48,"secondaire","Employed","moyen","petite-moyenne ville",20,"velo","employe",8
2241,0,"Italie","homme",58,"secondaire inferieur","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",5
2242,0,"Hongrie","femme",37,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",8
2243,0,"Allemagne","femme",49,"secondaire","Employed","eleve","zone rurale",10,"vehicule individuel","employe",8
2244,0,"Grande Bretagne","homme",50,"universite","Not Employed","moyen","aire metropolitaine",5,"transport collectif","sans emploi",7
2245,0,"Belgique","femme",23,"universite","Employed","moyen","petite-moyenne ville",65,"vehicule individuel","employe",8
2246,0,"Espagne","homme",54,"secondaire","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",8
2247,0,"Allemagne","homme",46,"premier cycle","Employed","faible","zone rurale",15,"vehicule individuel","employe",7
2248,0,"Roumanie","femme",46,"secondaire","Employed","moyen","petite-moyenne ville",20,"marche","employe",8
2249,0,"Pays-Bas","femme",56,"secondaire inferieur","Employed","eleve","zone rurale",20,"vehicule individuel","employe",5
2250,0,"Hongrie","femme",54,"universite","Not Employed","tres faible","zone rurale",10,"vehicule individuel","sans emploi",8
2251,0,"Autriche","homme",33,"premier cycle","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
2252,0,"Belgique","homme",29,"universite","Employed","eleve","zone rurale",105,"vehicule individuel","employe",6
2253,0,"Roumanie","femme",47,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",8
2254,0,"Pologne","femme",28,"universite","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",7
2255,1,"Danemark","femme",45,"universite","Employed","moyen","petite-moyenne ville",20,"velo","employe",7
2256,0,"France","homme",40,"secondaire","Employed","faible","petite-moyenne ville",7,"marche","employe",9
2257,1,"Belgique","femme",50,"secondaire","Not Employed","moyen","zone rurale",10,"velo","sans emploi",7
2258,0,"France","homme",38,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
2259,0,"Pologne","femme",53,"secondaire","Employed","faible","zone rurale",100,"vehicule individuel","employe",5
2260,0,"France","femme",58,"universite","Not Employed","tres eleve","aire metropolitaine",5,"marche","sans emploi",4
2261,0,"Bulgarie","femme",25,"universite","Employed","moyen","petite-moyenne ville",13,"marche","employe",5
2262,0,"Bulgarie","femme",43,"universite","Employed","eleve","aire metropolitaine",10,"vehicule individuel","employe",10
2263,0,"Espagne","homme",48,"secondaire","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",5
2264,0,"Hongrie","homme",52,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
2265,0,"Grande Bretagne","homme",47,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",9
2266,0,"Espagne","femme",46,"premier cycle","Not Employed","moyen","petite-moyenne ville",90,"vehicule individuel","sans emploi",5
2267,0,"Grèce","homme",32,"universite","Employed","moyen","aire metropolitaine",55,"transport collectif","employe",4
2268,0,"France","homme",55,"secondaire","Employed","eleve","petite-moyenne ville",30,"vehicule individuel","employe",5
2269,0,"Croatie","homme",46,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",10
2270,0,"Grèce","homme",35,"secondaire","Employed","moyen","petite-moyenne ville",15,"transport collectif","employe",8
2271,0,"Pologne","homme",37,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",8
2272,0,"Croatie","homme",45,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
2273,0,"Italie","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",6
2274,0,"Hongrie","femme",34,"secondaire inferieur","Not Employed","moyen","grande ville",30,"marche","sans emploi",9
2275,0,"Pologne","homme",58,"secondaire","Employed","moyen","grande ville",45,"vehicule individuel","employe",3
2276,0,"Bulgarie","femme",29,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",3
2277,0,"Finlande","homme",48,"secondaire inferieur","Not Employed","sans reponse","aire metropolitaine",45,"transport collectif","sans emploi",8
2278,0,"Espagne","femme",38,"secondaire","Employed","faible","grande ville",20,"vehicule individuel","employe",8
2279,0,"Bulgarie","femme",40,"secondaire","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",8
2280,0,"Bulgarie","femme",38,"universite","Employed","moyen","petite-moyenne ville",25,"marche","employe",9
2281,0,"Finlande","homme",59,"secondaire inferieur","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",7
2282,0,"Roumanie","femme",46,"secondaire","Employed","eleve","petite-moyenne ville",15,"marche","employe",5
2283,0,"Pologne","homme",47,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",10
2284,0,"Espagne","homme",49,"secondaire inferieur","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
2285,0,"Belgique","homme",50,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
2286,1,"Belgique","homme",33,"universite","Not Employed","moyen","zone rurale",20,"marche","sans emploi",7
